t,x,y
0,1442,910
5,1443,910
6,1444,910
11,1445,910
12,1446,910
14,1447,910
17,1448,910
18,1450,910
21,1451,910
23,1452,910
24,1453,910
27,1455,910
28,1456,910
29,1457,910
30,1457,908
31,1459,908
32,1460,908
34,1462,908
35,1463,908
36,1465,908
38,1466,908
39,1468,908
40,1469,908
43,1471,908
43,1472,908
44,1474,908
46,1475,908
47,1476,908
48,1478,908
49,1480,908
51,1481,908
53,1483,908
54,1484,908
55,1485,908
56,1487,908
58,1489,908
59,1490,908
60,1492,908
61,1493,908
62,1495,908
63,1497,910
64,1498,910
66,1500,910
67,1501,910
69,1503,910
69,1505,910
71,1506,910
71,1508,910
72,1510,910
75,1511,911
76,1513,911
77,1514,911
78,1516,911
79,1517,911
81,1519,911
82,1520,911
83,1522,911
83,1524,913
84,1526,913
85,1527,913
86,1529,913
87,1531,913
89,1532,913
91,1533,913
92,1535,915
93,1537,915
95,1539,915
95,1540,915
97,1541,915
98,1543,917
100,1545,917
100,1546,917
102,1548,917
103,1548,918
104,1549,918
106,1551,918
107,1552,918
109,1554,918
110,1554,919
112,1555,919
115,1557,921
116,1558,921
118,1559,921
121,1560,921
122,1560,922
123,1562,922
130,1563,922
130,1563,923
134,1564,923
140,1565,923
146,1565,924
153,1566,925
156,1566,926
157,1567,926
161,1569,926
165,1570,926
167,1570,927
171,1571,927
174,1571,928
177,1572,928
180,1573,928
187,1574,928
191,1574,929
192,1575,929
197,1576,929
197,1578,931
204,1579,931
209,1580,931
210,1581,931
212,1581,932
214,1582,932
218,1583,932
220,1583,933
221,1585,933
224,1586,933
228,1587,933
232,1587,934
235,1588,934
243,1589,934
244,1589,935
293,1590,935
348,1590,935
