t,x,y
0,1689,941
81,1689,941
82,1689,942
88,1687,942
89,1687,944
90,1686,944
92,1686,945
95,1686,946
96,1684,946
97,1683,946
100,1681,946
103,1680,946
105,1680,947
107,1679,948
109,1678,948
111,1677,948
113,1677,949
114,1675,949
115,1675,951
117,1674,951
119,1673,951
120,1673,952
121,1671,952
122,1670,952
123,1670,954
125,1668,954
127,1667,955
130,1666,955
133,1665,956
136,1664,956
138,1663,956
139,1663,958
142,1661,958
145,1660,958
147,1660,959
148,1659,959
150,1658,960
158,1657,960
160,1656,960
164,1655,960
166,1655,961
171,1653,961
176,1652,961
182,1651,961
184,1650,961
189,1649,961
193,1648,961
194,1647,961
196,1646,961
200,1645,961
201,1644,961
203,1642,961
205,1641,961
209,1640,961
211,1639,961
212,1638,961
215,1636,961
217,1635,961
219,1634,961
221,1633,961
227,1632,961
231,1631,961
240,1630,961
321,1630,961
