t,x,y
0,1014,804
5,1015,804
8,1016,804
10,1017,804
12,1017,805
13,1019,805
15,1020,805
17,1021,805
18,1023,805
19,1023,807
20,1024,807
21,1026,807
23,1027,807
24,1029,807
25,1030,809
26,1032,809
27,1034,809
28,1036,809
30,1037,809
31,1038,809
32,1040,809
33,1042,811
34,1044,811
35,1048,811
36,1050,813
37,1052,813
38,1055,815
39,1057,815
40,1059,815
41,1063,817
42,1067,819
43,1071,819
44,1073,821
45,1077,821
46,1083,823
47,1085,823
48,1089,825
49,1095,827
50,1101,827
51,1105,829
52,1109,831
53,1115,831
54,1121,833
55,1127,835
56,1131,837
57,1135,837
58,1143,839
59,1149,841
60,1153,841
61,1159,843
62,1165,845
63,1171,847
64,1175,847
65,1183,849
66,1189,851
67,1193,851
68,1201,853
69,1207,855
70,1213,855
71,1219,857
72,1225,859
73,1231,861
74,1237,863
75,1241,863
76,1247,865
77,1253,867
78,1261,869
79,1267,869
80,1273,871
81,1281,873
82,1285,873
83,1289,875
84,1297,879
85,1303,879
86,1309,881
87,1315,881
88,1323,883
89,1329,883
90,1335,885
91,1339,887
92,1345,887
93,1351,889
94,1357,891
95,1363,893
96,1369,895
97,1375,897
98,1377,897
99,1384,899
100,1390,901
101,1394,901
102,1400,903
103,1406,905
104,1408,905
105,1412,906
106,1418,908
107,1424,910
108,1430,912
109,1434,912
110,1436,914
111,1444,914
112,1448,916
113,1450,916
114,1454,918
115,1460,920
116,1464,922
117,1466,922
118,1472,922
119,1474,924
120,1478,924
121,1482,926
122,1484,926
123,1488,928
124,1490,928
125,1496,930
126,1497,930
127,1499,932
128,1503,932
129,1505,934
130,1509,934
131,1511,934
132,1515,936
133,1517,936
134,1517,938
135,1521,938
136,1523,940
137,1525,940
138,1527,940
139,1528,940
140,1530,942
141,1532,942
142,1534,942
143,1535,942
144,1537,944
145,1539,944
146,1541,944
147,1543,945
149,1544,945
150,1545,945
151,1547,945
152,1547,947
154,1549,947
155,1550,947
157,1551,949
160,1553,949
164,1554,949
165,1554,950
168,1555,950
175,1556,950
187,1557,950
197,1558,950
201,1559,950
207,1560,950
211,1561,950
214,1562,950
218,1563,950
222,1564,950
224,1565,950
226,1566,950
229,1567,950
232,1568,950
234,1569,950
236,1570,950
239,1571,950
241,1572,950
244,1573,950
245,1575,950
247,1576,950
251,1577,950
254,1578,950
255,1579,950
257,1581,950
262,1582,950
267,1583,950
273,1584,950
327,1585,950
334,1585,950
338,1586,950
341,1587,950
345,1588,950
347,1590,950
349,1591,950
352,1592,950
356,1593,950
358,1594,950
359,1595,950
360,1597,950
363,1598,950
365,1599,950
366,1600,950
367,1602,950
371,1603,950
372,1605,950
373,1606,950
374,1608,950
377,1609,950
378,1611,950
379,1612,950
381,1614,950
382,1614,951
383,1615,951
384,1617,951
385,1619,951
387,1620,951
389,1621,951
390,1622,951
391,1624,951
393,1626,951
394,1627,951
395,1629,951
397,1630,951
398,1630,953
399,1632,953
400,1633,953
402,1635,953
403,1636,953
404,1638,953
406,1639,953
408,1640,953
409,1642,953
411,1643,953
413,1644,953
416,1645,953
418,1646,953
420,1647,953
423,1648,953
425,1649,953
428,1650,953
431,1651,953
433,1652,953
436,1653,953
439,1654,953
442,1655,953
443,1655,951
447,1657,951
450,1658,951
455,1659,951
461,1660,950
463,1661,950
467,1662,950
472,1663,950
474,1664,950
476,1665,950
477,1665,949
480,1666,949
483,1667,949
486,1668,949
487,1668,948
489,1670,948
491,1671,948
493,1672,948
496,1673,948
497,1673,946
498,1674,946
501,1676,946
504,1677,946
505,1677,945
506,1678,945
508,1680,945
511,1681,945
513,1682,945
514,1682,944
515,1683,944
518,1685,944
521,1686,944
522,1686,942
524,1687,942
530,1688,942
541,1688,941
588,1688,941
