t,x,y
0,1129,815
2,1130,815
4,1130,814
11,1130,813
12,1131,813
18,1131,811
19,1132,811
23,1133,811
26,1133,810
29,1134,810
31,1134,809
33,1135,809
38,1135,808
39,1137,808
41,1137,807
42,1138,807
47,1139,807
53,1140,807
57,1140,806
58,1142,806
62,1143,806
64,1143,805
69,1144,805
76,1145,805
79,1146,805
81,1147,805
82,1147,804
88,1148,804
91,1149,804
93,1150,804
95,1151,804
99,1152,804
101,1153,804
102,1155,804
104,1156,804
106,1157,804
108,1158,804
109,1160,804
110,1161,804
113,1163,804
114,1164,804
115,1166,804
116,1167,804
118,1169,805
119,1170,805
120,1172,805
122,1173,805
123,1175,805
124,1176,805
125,1178,805
126,1180,805
127,1180,807
128,1181,807
129,1183,807
130,1185,807
132,1186,807
133,1187,807
134,1189,807
136,1190,807
137,1192,807
138,1194,809
139,1196,809
140,1197,809
141,1199,809
142,1201,809
143,1202,809
144,1204,810
145,1206,810
146,1208,810
147,1209,810
148,1211,810
149,1211,812
150,1215,812
151,1217,812
152,1218,812
153,1220,814
154,1222,814
155,1224,814
156,1225,814
157,1227,816
158,1229,816
159,1231,816
160,1233,816
161,1234,818
162,1236,818
163,1238,818
164,1242,820
165,1244,820
166,1245,820
167,1247,820
168,1249,822
169,1251,822
170,1252,822
171,1256,822
172,1258,822
173,1258,823
174,1262,823
175,1264,823
176,1266,823
177,1270,823
178,1272,825
179,1274,825
180,1277,825
181,1279,825
182,1279,827
183,1283,827
184,1285,827
185,1287,827
186,1291,827
187,1293,827
188,1297,827
189,1299,827
190,1299,829
191,1302,829
192,1304,829
193,1306,829
194,1310,829
195,1310,830
196,1312,830
197,1315,830
198,1317,830
199,1319,830
200,1323,830
201,1325,830
202,1327,830
203,1328,830
204,1330,830
205,1332,830
206,1333,830
207,1335,830
208,1336,830
209,1340,832
210,1342,832
211,1344,832
212,1346,832
213,1347,832
214,1349,832
215,1351,832
216,1352,832
217,1352,834
218,1356,832
219,1358,832
220,1360,832
221,1361,832
222,1363,832
224,1364,832
225,1366,834
226,1368,834
228,1369,834
229,1371,834
230,1372,834
232,1374,834
233,1375,834
234,1377,834
236,1378,834
238,1379,834
240,1380,834
241,1382,834
244,1383,834
246,1384,834
247,1385,834
248,1387,834
250,1389,834
253,1390,834
254,1391,834
256,1392,834
259,1393,834
260,1395,834
261,1396,834
265,1398,834
266,1399,834
267,1400,834
269,1402,834
271,1403,834
273,1404,834
274,1405,834
276,1407,834
277,1407,835
278,1408,835
279,1410,835
280,1412,835
282,1413,835
283,1415,835
284,1416,835
286,1418,835
287,1419,835
288,1421,835
289,1422,835
291,1424,835
292,1425,835
293,1427,835
295,1428,835
296,1429,835
297,1431,835
298,1433,835
299,1434,835
300,1436,835
301,1436,837
302,1438,837
304,1439,837
305,1441,837
306,1442,837
307,1444,837
308,1446,837
310,1447,837
311,1448,837
312,1450,837
314,1451,837
315,1453,838
317,1455,838
318,1456,838
319,1458,838
321,1459,838
323,1460,838
325,1461,838
327,1462,838
329,1463,838
331,1465,838
334,1466,838
336,1467,838
338,1468,838
341,1469,838
345,1470,838
348,1471,838
350,1472,838
354,1473,838
356,1474,837
360,1475,837
363,1476,837
365,1477,837
368,1478,837
370,1479,837
373,1480,837
375,1481,837
378,1482,837
379,1483,837
382,1485,837
383,1485,836
385,1486,836
386,1488,836
388,1489,836
391,1490,836
393,1491,836
396,1492,836
397,1493,836
399,1495,836
402,1496,836
403,1496,835
404,1497,835
406,1499,835
409,1500,835
413,1501,835
417,1501,834
420,1502,834
425,1503,834
441,1503,833
444,1504,833
453,1505,833
460,1506,833
464,1507,833
468,1508,832
471,1509,832
472,1509,830
475,1510,830
477,1511,830
481,1512,830
483,1512,829
484,1514,829
487,1515,829
489,1516,829
492,1517,829
494,1518,829
495,1519,829
496,1519,828
497,1521,828
499,1521,826
500,1522,826
502,1524,826
503,1525,826
505,1527,826
506,1528,826
508,1529,826
509,1529,825
510,1531,825
511,1533,825
514,1534,825
515,1535,825
516,1537,825
519,1538,825
521,1539,825
523,1540,825
526,1541,825
528,1542,825
529,1544,825
530,1544,823
531,1545,823
534,1547,823
537,1548,823
539,1549,823
542,1550,823
545,1551,823
549,1552,823
551,1553,823
554,1554,823
557,1555,823
560,1556,823
563,1557,823
564,1558,823
566,1560,823
568,1561,823
570,1562,823
571,1563,823
573,1565,823
575,1566,823
576,1567,823
577,1569,825
580,1570,825
581,1572,825
582,1573,825
583,1575,825
584,1577,825
586,1578,825
587,1579,825
588,1581,825
589,1583,825
590,1584,825
591,1586,825
593,1587,825
594,1589,827
595,1591,827
596,1593,827
597,1594,827
598,1596,827
599,1600,827
600,1602,827
601,1603,827
602,1605,827
603,1607,827
604,1608,827
605,1610,827
606,1612,829
607,1614,829
608,1615,829
609,1617,829
610,1621,829
611,1623,829
612,1625,829
613,1628,829
614,1630,829
615,1634,829
616,1636,829
617,1638,829
618,1640,830
619,1642,830
620,1643,830
621,1645,830
622,1647,830
623,1648,830
624,1650,830
625,1652,830
626,1653,830
627,1655,830
628,1657,830
629,1658,830
630,1658,832
631,1660,832
632,1662,832
633,1663,832
635,1665,832
638,1666,832
643,1667,832
648,1668,832
672,1668,833
685,1668,833
