t,x,y
0,500,632
5,501,632
5,502,632
9,503,632
12,504,632
12,506,632
13,507,632
16,509,632
18,510,633
18,512,633
19,514,633
21,515,633
22,516,633
23,516,635
24,518,635
25,520,635
27,522,637
27,524,637
29,525,637
29,527,637
30,529,639
31,531,639
32,532,639
33,534,639
34,538,641
35,540,641
36,541,641
37,543,641
38,547,641
39,549,643
40,553,643
41,553,644
42,557,644
43,561,646
44,563,646
45,567,646
46,569,646
47,570,646
48,574,648
49,576,648
50,580,650
51,582,650
52,586,650
53,590,652
55,594,652
55,596,652
57,600,652
58,602,654
58,606,654
59,610,654
61,612,656
61,616,656
62,620,658
64,622,658
64,625,658
66,629,658
67,631,660
67,635,660
68,639,662
69,643,662
70,647,664
71,651,664
72,653,664
73,659,666
74,661,666
75,665,666
77,669,668
78,671,668
79,675,670
79,681,670
80,683,672
82,687,672
82,691,672
83,695,674
84,697,674
85,703,674
86,705,676
87,709,676
88,713,678
89,715,678
90,718,678
91,722,680
92,724,680
94,728,680
95,732,682
96,734,682
96,736,684
97,740,684
98,742,686
99,744,686
100,748,686
101,750,686
102,754,686
103,756,688
104,760,688
105,762,688
106,766,690
107,767,690
108,769,690
109,771,690
110,775,692
112,779,692
112,781,694
113,783,694
114,784,694
115,786,694
117,788,694
117,789,694
118,791,696
119,793,696
120,795,698
121,797,698
122,798,698
123,800,698
124,804,698
125,804,700
126,808,700
127,810,700
128,811,700
129,813,700
130,813,701
132,815,701
133,816,701
134,818,701
134,822,701
136,824,701
137,825,703
138,827,703
139,829,703
140,830,703
141,832,703
142,834,705
143,836,705
145,838,705
145,839,705
146,841,705
147,842,705
148,844,707
149,846,707
151,848,707
151,850,707
152,851,707
153,853,707
154,855,707
155,856,707
156,858,707
157,859,707
159,861,707
160,863,707
161,864,707
162,866,709
162,868,709
163,870,709
164,872,709
165,875,709
167,877,709
168,879,709
169,881,709
169,885,709
170,889,709
171,890,709
172,892,709
173,894,709
174,898,709
175,900,709
177,904,709
178,905,709
179,907,709
179,911,709
180,915,709
181,917,709
182,919,709
184,923,709
185,927,709
185,931,709
186,932,709
187,936,709
188,940,709
189,942,709
190,946,709
191,952,707
192,956,707
194,958,707
195,962,707
196,964,707
197,968,707
198,976,707
199,980,707
200,982,707
201,986,707
202,992,707
202,996,707
203,1000,707
205,1004,707
206,1006,707
207,1011,707
208,1017,707
208,1019,707
210,1027,707
211,1031,705
212,1035,705
212,1041,705
214,1045,705
215,1049,705
216,1055,705
217,1059,705
218,1065,705
219,1071,705
220,1073,705
221,1079,705
