t,x,y
0,1020,772
3,1021,772
5,1022,772
8,1022,771
9,1024,771
11,1025,771
14,1026,771
15,1027,771
16,1027,770
17,1029,770
20,1030,770
21,1032,770
22,1034,768
25,1035,768
26,1036,768
27,1038,768
28,1040,768
30,1041,768
31,1042,768
32,1044,768
33,1046,768
35,1047,768
36,1049,768
37,1050,768
38,1052,768
39,1054,768
40,1055,768
41,1057,768
42,1061,768
43,1063,768
44,1064,768
45,1066,768
46,1068,768
47,1069,768
48,1073,768
49,1075,768
50,1077,768
51,1078,768
52,1082,768
53,1084,768
54,1086,768
55,1088,768
56,1089,768
57,1093,768
58,1095,768
59,1097,768
60,1101,768
61,1103,768
62,1104,768
63,1108,768
64,1110,768
65,1112,768
66,1116,768
67,1118,768
68,1121,768
69,1123,768
70,1125,768
71,1129,768
72,1131,768
73,1133,768
74,1136,770
75,1138,770
76,1142,770
77,1144,770
78,1148,770
79,1150,770
80,1152,770
81,1156,772
82,1158,772
83,1161,772
84,1163,772
85,1165,772
86,1169,772
87,1171,772
88,1172,772
89,1176,772
90,1178,772
91,1182,773
92,1184,773
93,1186,773
94,1187,773
95,1189,773
96,1191,773
97,1192,773
98,1196,775
99,1198,775
100,1200,775
101,1202,775
102,1203,775
103,1205,775
104,1207,775
105,1208,775
106,1210,775
107,1212,775
108,1213,775
109,1213,777
110,1215,777
111,1217,777
112,1218,777
113,1220,777
114,1221,777
115,1223,777
116,1225,777
117,1225,779
118,1226,779
120,1228,779
121,1229,779
122,1231,779
124,1231,780
125,1232,780
126,1234,780
128,1235,780
129,1235,782
130,1237,782
132,1238,782
133,1240,782
135,1241,782
137,1241,783
138,1243,783
140,1244,783
141,1245,783
142,1245,784
144,1247,784
146,1248,784
147,1249,784
150,1251,786
151,1252,786
153,1253,786
155,1254,786
156,1254,787
157,1256,787
158,1258,787
159,1259,787
161,1261,787
163,1262,787
164,1262,788
166,1263,788
168,1264,788
171,1265,788
175,1266,788
287,1266,788
