t,x,y
0,1194,557
3,1194,556
4,1194,555
6,1194,554
7,1194,552
9,1194,551
10,1194,549
11,1194,548
13,1194,546
15,1192,546
15,1192,545
16,1192,543
18,1192,542
19,1191,542
20,1191,540
21,1191,538
23,1191,537
24,1189,537
25,1189,535
26,1189,534
28,1189,532
30,1189,531
31,1189,530
32,1188,528
34,1188,526
35,1188,525
36,1188,523
37,1186,523
38,1186,522
39,1186,520
40,1186,518
41,1186,517
42,1184,517
43,1184,515
44,1184,513
45,1184,512
47,1184,510
49,1183,509
49,1183,507
50,1183,505
51,1183,503
52,1183,502
53,1181,500
54,1181,498
55,1179,496
56,1179,494
58,1179,493
59,1179,492
60,1179,490
61,1179,488
62,1177,486
63,1177,484
64,1177,483
65,1175,481
66,1175,479
68,1175,478
69,1174,476
70,1174,474
71,1174,473
72,1174,471
73,1172,471
74,1172,469
75,1172,468
76,1172,466
77,1172,464
78,1170,464
79,1170,460
80,1168,458
81,1168,457
82,1168,455
83,1168,453
85,1168,452
86,1168,450
87,1166,449
88,1166,447
89,1166,445
90,1166,443
92,1166,442
93,1166,441
94,1165,439
95,1165,437
96,1165,435
97,1163,433
99,1163,432
100,1163,430
101,1163,429
102,1161,429
103,1161,427
104,1161,425
105,1161,424
106,1161,422
107,1161,420
108,1161,419
109,1161,417
110,1159,415
111,1159,413
112,1159,412
113,1158,412
114,1158,410
115,1156,408
116,1156,406
117,1156,405
118,1156,403
119,1156,401
120,1156,400
121,1156,398
122,1156,396
123,1154,395
124,1154,393
126,1154,391
127,1152,390
128,1152,388
130,1152,386
131,1151,385
132,1151,383
134,1151,382
135,1151,380
136,1151,379
137,1149,379
138,1149,377
139,1149,375
140,1149,374
142,1147,372
143,1147,371
144,1147,369
146,1147,368
147,1147,366
149,1147,365
150,1146,363
151,1146,361
153,1146,360
155,1146,359
156,1146,357
157,1144,356
160,1144,354
161,1144,353
163,1144,351
165,1144,350
167,1144,349
168,1142,348
169,1142,346
171,1142,344
173,1142,343
175,1142,342
187,1142,341
187,1142,340
187,1142,339
187,1142,338
188,1141,336
188,1141,335
189,1141,333
191,1141,332
193,1141,331
197,1141,330
199,1141,329
201,1141,328
205,1141,327
209,1141,326
210,1141,325
212,1141,323
216,1141,322
219,1141,321
221,1141,320
223,1141,319
229,1141,318
230,1141,317
233,1141,316
238,1141,315
241,1141,314
243,1141,313
246,1141,312
249,1141,311
254,1141,310
256,1141,309
260,1141,308
264,1141,307
269,1141,306
273,1141,305
279,1141,304
286,1141,303
290,1141,302
301,1141,301
306,1142,301
308,1142,300
347,1142,299
388,1142,299
