t,x,y
0,1038,832
3,1038,831
5,1038,830
7,1038,829
10,1038,828
11,1038,826
13,1038,825
16,1038,824
19,1038,823
22,1038,822
23,1038,821
25,1038,819
27,1039,818
28,1039,816
30,1039,815
31,1039,814
33,1039,812
35,1039,811
37,1039,810
38,1040,810
39,1040,808
40,1040,807
42,1040,805
44,1040,804
45,1040,803
47,1040,802
48,1040,800
50,1040,799
51,1042,799
53,1042,797
54,1042,796
55,1042,794
57,1042,793
59,1042,792
61,1042,791
62,1042,789
64,1042,788
66,1042,787
68,1042,786
70,1042,785
73,1042,784
74,1042,782
76,1042,781
79,1042,780
83,1042,779
84,1042,778
87,1042,776
90,1042,775
93,1042,774
96,1042,773
99,1042,772
103,1041,772
104,1041,771
109,1041,770
115,1040,769
133,1040,768
222,1040,768
