t,x,y
0,1511,964
97,1511,964
99,1511,963
101,1511,962
103,1511,961
103,1510,961
105,1510,959
107,1508,958
108,1508,956
109,1507,956
111,1507,955
112,1505,955
114,1505,953
114,1504,953
116,1502,952
117,1502,950
118,1500,948
121,1499,947
123,1497,947
124,1497,945
124,1495,943
125,1493,941
126,1492,941
127,1492,940
129,1490,940
130,1488,938
131,1488,936
131,1486,936
133,1485,934
133,1483,932
134,1479,930
135,1477,930
137,1475,928
138,1473,926
139,1471,924
140,1469,922
140,1465,922
141,1465,920
142,1461,918
143,1459,916
144,1457,914
145,1453,912
147,1451,910
148,1447,910
148,1445,908
149,1443,906
150,1439,904
151,1437,902
152,1433,900
153,1429,898
155,1425,896
156,1423,894
156,1419,892
158,1417,892
158,1411,889
159,1409,887
160,1405,885
162,1401,883
163,1399,881
163,1395,879
164,1389,875
165,1387,875
166,1385,873
167,1379,869
168,1375,867
169,1371,865
171,1365,863
172,1363,861
173,1357,859
174,1353,855
175,1351,853
176,1345,851
176,1339,847
177,1337,845
178,1331,843
179,1327,841
181,1323,839
182,1319,837
183,1317,837
184,1310,833
185,1310,831
186,1302,827
186,1298,825
188,1294,823
189,1290,821
190,1284,817
191,1282,817
192,1276,813
193,1274,811
194,1266,807
195,1262,805
196,1258,803
197,1254,801
198,1248,797
199,1244,795
200,1242,793
201,1236,791
202,1232,787
203,1226,785
204,1222,783
205,1220,783
206,1214,779
206,1208,777
208,1204,775
209,1200,771
210,1198,771
210,1192,767
212,1190,765
213,1184,763
214,1180,761
214,1176,759
216,1172,757
217,1168,755
217,1166,755
218,1163,753
220,1159,751
221,1155,749
221,1151,747
222,1149,745
223,1145,743
224,1143,741
226,1139,739
226,1135,737
228,1133,735
229,1129,733
230,1127,733
231,1123,731
232,1121,729
232,1119,727
234,1115,727
234,1113,725
236,1109,723
237,1107,723
238,1103,722
239,1101,720
240,1099,718
241,1097,718
242,1093,716
243,1091,714
244,1089,712
245,1087,712
246,1085,710
246,1083,708
248,1082,708
249,1078,706
250,1074,704
252,1072,702
253,1070,700
254,1068,700
255,1066,698
256,1064,696
257,1062,696
257,1061,692
258,1059,692
260,1057,691
260,1055,691
262,1055,689
263,1051,687
264,1049,687
264,1049,685
265,1047,683
266,1045,683
267,1045,682
269,1043,680
270,1041,678
270,1040,678
272,1040,676
273,1038,676
274,1036,674
275,1036,672
276,1034,671
276,1034,669
277,1033,669
278,1033,667
280,1033,665
281,1031,664
282,1029,662
283,1029,660
284,1027,658
286,1027,657
287,1027,655
288,1025,655
289,1025,653
290,1025,652
291,1024,650
292,1024,646
293,1022,646
294,1022,642
294,1020,640
296,1020,638
296,1020,636
298,1018,634
299,1018,633
300,1018,631
301,1016,627
301,1016,625
302,1016,623
303,1014,622
305,1014,620
306,1012,618
307,1012,616
308,1010,612
308,1010,610
309,1010,608
310,1008,607
311,1008,605
313,1006,601
314,1006,599
314,1004,597
315,1004,593
317,1002,591
317,1000,589
318,1000,587
320,999,585
321,999,583
322,999,580
322,997,580
324,997,576
325,995,574
326,993,572
326,991,570
327,991,568
328,991,566
330,991,562
330,989,560
331,987,558
332,985,554
333,985,552
334,985,551
336,983,549
336,981,547
338,981,545
339,979,543
340,979,541
341,977,539
342,975,537
343,975,535
344,975,532
345,973,530
346,971,530
347,971,526
348,969,524
349,969,522
350,967,520
351,967,518
351,965,516
352,965,514
353,964,512
355,964,511
356,962,509
356,962,507
358,960,505
359,960,503
360,958,501
362,958,500
363,956,498
363,956,496
364,954,494
365,952,492
367,952,490
368,951,490
369,951,489
369,951,487
371,949,487
372,947,485
372,947,483
374,947,482
375,946,482
376,946,480
376,944,478
378,944,476
379,942,474
379,940,474
380,940,473
381,938,473
382,938,471
383,938,469
384,936,468
385,935,468
386,935,466
388,933,464
388,931,462
391,929,460
393,928,459
394,926,459
395,926,457
395,924,456
396,922,456
398,922,454
398,921,454
399,921,452
401,919,450
403,917,450
404,917,449
405,916,449
406,914,447
407,914,445
409,912,445
410,912,444
410,911,444
411,909,442
414,907,440
416,906,440
418,905,439
419,903,437
422,903,436
422,901,436
425,901,434
426,900,434
428,899,434
429,897,433
431,897,431
433,896,431
434,896,430
436,895,430
439,894,430
439,894,428
440,892,428
443,892,427
446,892,426
446,891,426
448,889,426
449,889,425
451,888,425
456,888,424
456,887,424
458,885,424
461,885,423
463,884,423
465,884,421
466,883,421
472,882,421
474,882,420
479,881,420
484,881,419
487,880,419
496,879,419
501,878,418
508,877,418
512,876,418
515,875,418
517,875,417
518,874,417
523,873,417
526,872,417
528,871,417
530,869,416
535,868,416
537,867,416
539,866,416
543,865,416
545,864,416
546,864,415
548,863,415
552,862,415
555,861,415
560,860,415
568,859,415
600,859,415
