t,x,y
0,1139,831
5,1139,831
8,1140,831
9,1141,831
11,1143,831
15,1144,831
16,1145,831
18,1146,831
20,1147,831
21,1149,831
25,1150,831
25,1151,831
27,1153,831
28,1154,831
29,1156,831
31,1157,831
31,1159,831
32,1161,831
33,1161,833
34,1162,833
35,1164,833
36,1166,833
38,1167,833
39,1169,833
39,1171,833
40,1172,833
41,1174,833
42,1176,833
43,1180,834
44,1181,834
45,1183,834
46,1185,834
47,1186,834
48,1188,836
49,1190,836
50,1192,836
51,1196,836
52,1198,836
53,1199,836
54,1203,838
56,1205,838
56,1207,838
57,1209,840
58,1211,840
59,1212,840
60,1216,840
61,1220,840
62,1222,842
63,1224,842
64,1226,842
65,1230,842
66,1232,844
67,1236,844
68,1237,844
69,1241,846
70,1243,846
72,1245,846
73,1249,846
73,1251,848
74,1255,848
75,1257,848
76,1261,850
77,1263,850
78,1264,850
79,1266,852
80,1270,852
81,1274,852
82,1276,854
83,1278,854
84,1280,854
85,1281,854
86,1283,856
87,1287,856
88,1289,856
90,1291,858
90,1293,858
91,1297,858
92,1299,860
93,1301,860
94,1305,860
95,1307,862
96,1308,862
97,1310,862
98,1310,863
99,1314,863
100,1316,863
101,1318,865
102,1320,865
103,1321,865
104,1323,865
105,1327,865
106,1329,867
107,1331,867
108,1332,867
110,1334,867
110,1336,867
111,1338,869
112,1339,869
113,1341,871
114,1343,871
116,1347,871
116,1349,871
117,1351,871
118,1351,873
119,1352,873
120,1354,873
121,1356,873
123,1357,874
123,1359,874
125,1361,874
125,1363,874
126,1365,876
127,1366,876
128,1370,876
129,1372,878
131,1374,878
132,1375,878
133,1377,878
134,1379,880
135,1381,880
136,1382,880
137,1384,880
139,1386,880
140,1387,882
140,1389,882
141,1391,882
142,1393,882
144,1394,884
145,1396,884
146,1397,884
147,1399,884
148,1401,885
149,1403,885
150,1404,885
152,1406,887
153,1407,887
154,1409,887
157,1410,887
158,1412,887
159,1413,887
161,1413,888
162,1414,888
163,1416,888
164,1418,888
165,1419,890
168,1421,890
170,1422,890
173,1423,890
176,1424,890
178,1425,891
179,1427,891
181,1428,891
187,1429,891
190,1430,891
191,1430,892
193,1431,892
197,1432,892
205,1433,892
209,1434,892
211,1435,892
219,1436,892
224,1437,892
226,1438,892
229,1439,892
245,1440,892
245,1440,891
252,1442,891
258,1443,891
264,1443,890
264,1444,890
271,1444,889
274,1445,889
278,1446,889
279,1446,888
283,1447,888
286,1447,887
289,1448,887
290,1448,886
296,1448,884
297,1449,884
298,1449,883
304,1449,882
306,1450,882
309,1450,881
311,1451,881
312,1451,879
315,1451,878
316,1452,878
319,1452,877
322,1452,876
324,1452,875
327,1453,875
328,1453,873
332,1453,872
336,1453,871
341,1453,870
345,1453,869
348,1453,868
352,1453,867
357,1453,866
361,1453,865
366,1453,864
368,1453,863
375,1452,862
381,1452,861
385,1452,860
390,1452,859
392,1451,859
403,1451,858
410,1451,857
414,1450,857
423,1450,856
449,1450,856
