t,x,y
0,544,738
2,543,738
6,542,739
9,542,740
10,540,740
13,540,742
14,539,742
16,539,743
17,538,743
19,538,744
20,536,744
21,536,746
23,535,748
26,534,748
27,534,749
28,532,749
29,532,751
30,530,751
31,530,752
33,529,752
34,529,754
35,527,754
36,527,755
37,525,757
38,523,757
39,523,759
40,522,759
41,522,760
42,520,760
43,520,762
44,518,764
46,517,766
48,515,767
49,515,769
50,514,769
51,514,770
52,512,770
53,510,772
55,508,774
56,508,775
57,507,775
58,507,777
59,505,779
61,503,779
62,503,780
63,501,782
65,500,782
66,500,783
67,498,785
68,496,785
69,496,787
71,495,787
72,493,789
73,493,790
74,493,792
75,491,792
76,490,792
77,490,794
79,488,794
80,488,795
82,488,797
83,487,797
84,487,798
85,485,798
87,484,798
89,484,799
90,484,801
92,483,801
93,483,802
95,481,802
97,481,803
100,480,803
102,480,804
104,479,804
105,479,806
109,479,807
113,478,807
117,478,808
120,477,808
125,477,809
136,476,810
156,476,811
172,475,811
174,475,812
184,475,813
185,474,813
196,474,814
234,474,815
278,474,815
290,473,815
303,473,815
