t,x,y
0,811,952
1,812,952
63,813,952
67,813,953
71,814,953
73,815,953
76,815,954
77,816,954
78,818,954
80,819,954
82,821,954
84,822,954
86,823,954
87,824,955
88,826,955
89,828,955
91,829,955
92,831,955
93,831,957
94,832,957
95,834,957
96,836,957
97,837,957
98,839,957
99,841,957
100,842,959
101,844,959
102,846,959
103,848,959
104,849,959
105,853,959
106,855,961
107,857,961
108,859,961
109,863,961
110,865,961
111,868,961
112,870,961
113,874,963
114,880,963
115,882,965
116,884,965
117,888,965
118,890,965
119,894,967
120,898,967
121,904,967
122,908,969
123,912,969
124,916,969
125,920,971
126,926,971
127,930,971
128,934,973
129,940,973
130,946,973
131,950,975
132,956,975
133,962,977
134,964,977
135,970,977
136,978,979
137,984,981
138,990,981
139,994,981
140,1000,983
141,1006,983
142,1012,983
143,1020,985
144,1026,985
145,1032,985
146,1040,987
147,1046,987
148,1052,989
149,1060,989
150,1064,989
151,1074,991
152,1080,991
153,1088,993
154,1096,993
155,1100,995
156,1110,995
157,1118,997
158,1124,997
159,1132,997
160,1140,999
161,1148,999
162,1158,999
163,1162,1001
164,1170,1001
165,1180,1003
166,1186,1005
167,1196,1005
168,1204,1007
169,1208,1007
170,1216,1007
171,1226,1007
172,1234,1009
173,1242,1009
174,1248,1011
175,1254,1011
176,1262,1011
177,1268,1011
178,1274,1013
179,1280,1013
180,1290,1015
181,1294,1015
182,1300,1015
183,1306,1015
184,1312,1015
185,1320,1017
186,1322,1017
187,1327,1017
188,1331,1017
189,1337,1019
190,1339,1019
191,1345,1019
192,1351,1019
193,1357,1019
194,1359,1019
195,1365,1019
196,1367,1019
197,1369,1021
198,1375,1021
199,1379,1021
200,1381,1021
201,1382,1021
202,1386,1021
203,1388,1021
204,1390,1021
205,1394,1021
206,1396,1021
207,1400,1021
208,1402,1021
209,1403,1021
210,1405,1021
211,1406,1021
212,1406,1022
213,1408,1022
215,1410,1022
219,1411,1022
246,1411,1022
268,1412,1022
273,1413,1022
274,1414,1022
276,1416,1022
279,1417,1022
282,1418,1022
283,1418,1021
284,1419,1021
286,1421,1021
287,1422,1021
289,1424,1021
292,1425,1021
294,1426,1021
296,1427,1021
297,1428,1021
299,1428,1020
301,1429,1020
303,1430,1020
307,1431,1020
309,1431,1019
311,1433,1019
316,1434,1019
397,1434,1018
453,1433,1018
462,1433,1017
465,1433,1017
