t,x,y
0,1621,959
6,1620,959
8,1619,959
11,1618,959
12,1618,960
13,1616,960
14,1615,960
16,1613,960
18,1612,960
19,1611,960
20,1609,960
22,1609,961
23,1608,961
24,1606,961
25,1602,961
27,1600,963
28,1596,963
29,1594,963
31,1593,963
32,1591,965
33,1590,965
34,1584,965
35,1582,965
36,1580,965
37,1579,965
38,1577,965
39,1575,967
40,1573,967
41,1569,967
42,1567,967
43,1565,968
44,1561,968
45,1559,968
46,1556,970
47,1552,970
48,1550,970
49,1548,970
50,1544,972
51,1540,972
52,1536,972
53,1534,972
54,1528,974
55,1526,974
56,1523,976
57,1521,976
58,1517,978
59,1513,978
60,1511,978
61,1507,980
62,1503,980
63,1499,980
64,1493,982
65,1491,982
66,1485,982
67,1483,984
68,1479,984
69,1473,984
70,1471,986
71,1465,986
72,1461,988
73,1459,988
74,1453,988
75,1449,988
76,1443,990
77,1441,990
78,1436,992
79,1430,992
80,1426,994
81,1420,994
82,1418,994
83,1410,996
84,1406,996
85,1400,998
86,1394,998
87,1388,1000
88,1384,1000
89,1378,1000
90,1372,1002
91,1370,1002
92,1362,1002
93,1356,1004
94,1350,1004
95,1346,1006
96,1340,1006
97,1336,1006
98,1330,1006
99,1324,1008
100,1316,1008
101,1314,1010
102,1306,1010
103,1300,1010
104,1298,1010
105,1290,1012
106,1284,1012
107,1278,1012
108,1272,1012
109,1266,1014
110,1262,1014
111,1256,1014
112,1250,1014
113,1244,1016
114,1242,1016
115,1235,1016
116,1229,1016
117,1225,1018
118,1219,1018
119,1211,1018
120,1207,1020
121,1205,1020
122,1197,1020
123,1191,1020
124,1189,1020
125,1181,1020
126,1175,1022
127,1171,1022
128,1165,1022
129,1161,1022
130,1157,1022
131,1149,1022
132,1147,1024
133,1141,1024
134,1137,1024
135,1133,1024
136,1125,1024
137,1121,1024
138,1117,1024
139,1113,1024
140,1109,1024
141,1103,1024
142,1099,1024
143,1095,1024
144,1091,1024
145,1087,1024
146,1081,1024
147,1077,1024
148,1073,1024
149,1067,1024
150,1065,1024
151,1059,1024
152,1055,1024
153,1051,1024
154,1047,1024
155,1041,1024
156,1040,1024
157,1038,1024
158,1032,1024
159,1028,1022
160,1024,1022
161,1022,1022
162,1018,1022
163,1012,1022
164,1010,1022
165,1004,1020
166,1002,1020
167,1001,1020
168,997,1018
169,991,1018
170,989,1018
171,985,1016
172,981,1016
173,979,1016
174,975,1016
175,971,1014
176,967,1014
177,965,1014
178,964,1014
179,958,1012
180,956,1012
181,952,1010
182,950,1010
183,944,1010
184,942,1010
185,940,1008
186,936,1008
187,934,1008
188,931,1006
189,929,1006
190,925,1006
191,923,1006
192,921,1006
193,915,1004
194,913,1004
195,912,1004
196,910,1003
197,908,1003
198,906,1003
199,902,1003
200,901,1003
201,899,1001
202,895,1001
203,893,999
204,891,999
205,889,999
206,887,999
207,886,999
208,882,999
209,880,999
210,880,997
211,876,997
212,874,997
213,872,997
214,871,997
215,869,997
216,867,995
217,865,995
218,864,995
219,862,995
220,862,994
221,860,994
222,857,994
224,855,994
225,853,994
226,852,992
227,850,992
228,848,992
230,847,992
231,845,992
233,844,992
234,844,990
235,842,990
236,841,990
237,839,990
238,839,989
239,837,989
240,836,989
241,834,989
243,832,989
244,831,989
246,831,987
248,830,987
250,829,987
251,828,987
252,828,986
254,826,986
256,825,986
259,825,985
260,824,985
262,822,985
265,821,985
268,821,984
270,820,984
273,820,983
275,819,983
278,818,981
282,818,980
283,817,980
288,817,979
289,816,979
293,816,978
294,814,978
296,814,976
299,813,976
301,813,975
304,813,974
308,812,974
310,812,973
312,811,972
315,811,971
319,811,970
322,810,970
324,810,969
327,810,968
328,810,967
331,809,967
332,809,965
333,809,964
336,809,962
338,809,961
340,809,960
343,809,959
345,809,958
346,807,958
347,807,957
349,807,955
351,807,954
353,807,953
355,807,952
357,807,951
358,806,951
359,806,949
362,806,948
364,806,947
366,806,946
367,805,946
369,805,944
372,805,943
374,805,942
376,804,942
378,804,941
381,804,940
386,804,939
396,804,938
458,804,939
462,804,939
466,804,940
470,805,940
475,805,941
479,806,941
481,806,942
486,806,943
492,807,944
496,807,945
498,808,945
499,808,946
502,808,948
507,808,949
508,810,949
511,810,950
513,811,950
517,811,951
522,811,951
