t,x,y
0,989,876
5,988,876
9,987,876
12,986,876
15,985,876
18,984,876
19,983,876
20,982,876
22,980,876
23,979,876
24,977,876
26,976,876
27,974,876
28,973,876
29,971,876
30,969,876
31,968,876
32,966,876
33,964,876
34,962,874
35,961,874
36,959,874
37,955,874
38,953,874
39,951,874
40,950,874
41,948,874
42,944,874
43,942,872
44,938,872
45,936,872
46,932,870
47,928,870
48,924,870
49,920,870
50,919,870
51,915,868
52,911,868
53,909,868
54,905,866
55,901,866
56,897,864
57,893,864
58,889,864
59,885,862
60,881,862
61,877,862
62,873,860
63,871,860
64,865,858
65,861,858
66,855,856
67,853,856
68,847,854
69,843,852
70,839,850
71,835,850
72,831,850
73,827,848
74,823,846
75,815,844
76,811,842
77,807,840
78,803,838
79,797,836
80,793,836
81,789,832
82,785,830
83,779,830
84,777,828
85,771,826
86,765,824
87,761,822
88,757,820
89,751,818
90,749,816
91,743,812
92,739,812
93,735,810
94,729,808
95,725,806
96,719,804
97,715,802
98,709,800
99,705,798
100,701,796
101,697,794
102,693,792
103,691,790
104,687,788
105,681,786
106,677,784
107,673,780
108,671,780
109,667,778
110,663,774
111,657,772
112,655,770
113,651,768
114,647,766
115,643,764
116,641,762
117,637,760
118,633,758
119,629,756
120,627,752
121,623,752
122,621,750
123,617,748
124,613,746
125,611,744
126,607,740
127,605,738
128,603,736
129,599,734
130,597,732
131,595,730
132,593,728
133,589,726
134,587,724
135,587,722
136,584,720
137,582,718
138,580,716
139,578,716
140,576,712
141,574,712
142,572,710
143,572,709
144,570,707
145,568,705
146,566,703
147,564,701
148,562,699
149,562,697
150,560,695
152,559,695
153,557,691
155,557,689
156,555,689
157,553,688
158,553,686
159,552,686
160,552,684
161,552,682
162,550,682
164,550,681
165,550,680
167,550,678
171,549,678
172,549,677
173,549,675
178,549,674
184,549,673
190,549,672
200,550,672
201,550,671
215,551,671
217,551,670
228,552,670
380,552,670
