t,x,y
0,860,843
2,861,843
5,862,843
6,862,842
9,863,842
10,863,841
13,865,841
15,865,840
16,866,840
18,868,840
19,868,838
21,869,837
23,870,837
25,871,837
26,871,835
27,873,835
29,874,835
30,874,834
31,876,834
32,878,834
33,878,832
34,879,832
35,881,830
36,883,830
37,885,830
39,885,829
40,886,829
41,888,829
42,889,829
43,889,827
44,891,827
45,893,826
46,895,826
47,897,826
48,898,824
49,900,824
50,902,824
51,902,822
52,904,822
53,905,822
54,907,822
55,911,820
56,911,818
57,912,818
58,916,818
59,918,816
60,920,816
61,922,814
62,924,814
63,926,814
64,929,812
65,931,812
66,933,810
67,935,810
68,937,810
69,941,809
70,943,809
71,944,809
72,948,807
73,950,807
74,952,805
75,954,805
76,956,803
77,960,803
78,962,803
79,964,801
80,968,801
81,969,801
82,971,801
83,973,799
84,975,799
85,979,797
86,981,797
87,982,797
88,986,795
89,988,795
90,990,793
91,992,793
92,994,793
93,995,793
94,997,791
95,999,791
96,1001,791
97,1005,790
98,1006,790
99,1008,788
100,1010,788
101,1014,786
102,1016,786
103,1018,786
104,1020,784
105,1021,784
106,1023,782
107,1025,782
108,1027,782
109,1028,782
110,1030,780
111,1032,778
112,1034,778
113,1036,776
115,1038,776
117,1039,776
118,1039,775
119,1040,775
120,1040,773
121,1044,773
123,1044,771
125,1045,771
128,1046,771
130,1046,770
134,1047,770
135,1047,769
137,1047,768
143,1047,767
165,1047,766
199,1048,766
211,1049,766
221,1050,766
228,1051,766
244,1052,766
330,1052,766
333,1051,766
338,1051,767
339,1050,767
340,1050,769
344,1049,770
349,1049,771
353,1048,771
354,1048,773
356,1046,774
358,1046,775
360,1045,775
364,1044,775
367,1044,776
371,1044,777
372,1043,777
374,1041,777
377,1041,778
384,1040,778
388,1040,779
403,1039,779
407,1039,780
455,1039,780
