t,x,y
0,1124,636
5,1125,636
5,1126,636
13,1127,636
15,1128,636
16,1128,638
19,1129,638
24,1130,638
25,1130,639
28,1132,639
29,1132,640
30,1133,640
31,1133,641
32,1135,641
33,1135,643
35,1136,643
36,1136,644
37,1138,644
38,1138,646
39,1139,646
40,1139,648
41,1141,648
44,1142,649
45,1144,649
46,1144,651
47,1146,653
50,1147,653
51,1147,654
52,1149,654
53,1149,656
54,1150,656
55,1150,657
57,1150,659
58,1152,659
61,1153,659
62,1153,660
63,1155,660
65,1156,661
67,1158,663
70,1159,663
74,1160,663
76,1160,664
78,1161,664
80,1162,664
81,1162,665
86,1163,666
89,1164,666
93,1164,667
94,1165,667
102,1167,667
119,1167,668
139,1167,669
139,1168,669
152,1168,670
163,1168,671
175,1168,672
179,1169,672
181,1169,673
191,1170,674
204,1170,675
212,1170,676
221,1170,677
224,1171,677
238,1171,678
246,1171,679
251,1171,680
259,1172,680
262,1172,681
266,1172,682
274,1172,683
283,1172,684
287,1172,685
293,1172,686
302,1173,687
307,1173,688
318,1173,689
322,1174,689
358,1174,689
