t,x,y
0,859,414
5,860,414
7,861,414
8,863,414
10,864,414
12,865,414
13,865,413
15,867,413
16,868,413
18,870,413
19,871,413
19,873,413
20,875,413
23,876,413
24,877,413
24,879,411
26,881,411
27,883,411
28,884,411
29,886,411
29,888,411
30,889,411
31,891,409
32,895,409
34,897,409
35,899,407
36,901,407
37,903,405
38,907,405
39,909,405
40,910,405
41,912,405
42,916,403
43,918,403
44,920,403
45,921,403
46,923,403
47,927,401
48,929,401
49,933,401
50,935,401
51,938,401
53,940,399
53,942,399
54,946,397
55,950,397
56,954,397
57,956,395
58,958,395
59,962,395
60,964,395
61,968,393
62,970,393
62,974,393
64,976,393
65,979,391
66,983,391
67,985,391
68,989,389
68,993,389
70,997,389
70,999,389
72,1003,388
73,1007,388
73,1011,388
75,1013,388
75,1017,388
77,1021,386
77,1025,386
79,1027,386
79,1029,384
81,1033,384
81,1037,384
83,1041,384
83,1043,384
84,1047,382
86,1048,382
86,1054,380
87,1056,380
89,1060,380
90,1064,380
90,1066,380
92,1070,378
93,1072,378
93,1074,378
94,1077,378
95,1081,376
97,1083,376
97,1087,376
99,1089,374
99,1091,374
100,1093,374
102,1095,372
103,1097,372
104,1102,372
105,1102,370
106,1104,370
107,1108,370
108,1110,370
109,1110,368
110,1114,368
110,1116,368
112,1120,368
112,1120,366
113,1123,366
115,1125,364
116,1127,364
117,1129,364
117,1131,364
119,1131,363
120,1132,363
121,1134,363
122,1136,363
123,1136,361
124,1137,361
125,1139,361
125,1141,361
126,1141,359
128,1142,359
128,1144,359
131,1145,359
132,1145,358
134,1147,358
136,1148,358
138,1149,358
140,1149,357
142,1150,357
146,1151,357
154,1152,357
169,1153,357
175,1153,356
178,1154,356
183,1155,356
187,1155,355
189,1156,355
191,1157,355
196,1158,355
196,1158,353
202,1159,353
202,1159,352
203,1161,352
207,1162,352
210,1162,351
211,1164,351
215,1165,351
216,1165,350
218,1166,350
221,1166,349
224,1166,348
225,1168,348
229,1169,348
231,1169,347
231,1170,347
238,1172,347
240,1172,346
246,1172,345
249,1173,345
254,1173,344
261,1173,343
262,1174,343
268,1175,343
279,1175,342
302,1175,341
307,1175,341
