t,x,y
0,1526,390
6,1527,390
9,1528,390
13,1529,390
14,1531,391
16,1532,391
20,1533,393
22,1535,393
24,1536,393
26,1537,393
28,1537,394
29,1538,394
30,1540,394
32,1541,394
34,1542,395
35,1544,395
36,1546,395
38,1547,396
40,1548,396
41,1550,398
42,1552,398
43,1554,400
44,1555,400
45,1557,400
46,1559,400
47,1561,402
48,1565,402
49,1567,402
50,1568,402
51,1570,404
52,1572,404
53,1576,405
54,1578,405
55,1584,407
56,1586,407
57,1587,407
58,1591,409
59,1595,409
60,1597,411
61,1599,411
62,1603,411
63,1605,413
64,1609,413
65,1613,415
66,1617,415
67,1619,417
68,1623,419
69,1625,419
70,1627,419
71,1630,421
72,1634,423
73,1638,423
74,1640,425
75,1642,425
76,1646,425
77,1648,425
78,1652,427
79,1654,427
80,1656,429
81,1658,429
82,1660,431
83,1661,431
84,1663,433
85,1665,433
86,1667,433
87,1668,433
88,1670,433
89,1672,433
90,1676,435
91,1678,435
92,1678,436
93,1681,436
94,1683,438
95,1685,438
96,1687,438
97,1689,440
98,1691,440
100,1692,440
101,1694,440
102,1695,442
103,1697,442
105,1699,442
106,1700,444
108,1702,445
110,1703,445
112,1704,445
113,1706,447
114,1708,447
115,1708,449
120,1709,449
121,1709,450
122,1711,450
123,1712,450
125,1712,451
128,1713,451
130,1713,452
142,1714,453
151,1714,454
165,1714,455
169,1715,455
178,1716,455
182,1717,455
196,1718,455
264,1719,455
324,1720,455
330,1720,455
337,1721,455
341,1722,455
344,1723,455
350,1723,454
353,1724,454
360,1725,454
395,1725,454
